"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"TUR","Turkey","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","1990","1990","PC","Percentage","0","Units",,,16.6,,
"CHL","Chile","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,21.2,,
"CHN","China (People's Republic of)","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,6.5,,
"GBR","United Kingdom","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,16.7,,
"AUS","Australia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2010","2010","PC","Percentage","0","Units",,,11.9,,
"ISL","Iceland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","1995","1995","PC","Percentage","0","Units",,,8.6,,
"DNK","Denmark","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2005","2005","PC","Percentage","0","Units",,,8.6,,
"CHE","Switzerland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2005","2005","PC","Percentage","0","Units",,,9.1,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","1990","1990","PC","Percentage","0","Units",,,1.7,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,15.6,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,10.2,,
"PRT","Portugal","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","1990","1990","PC","Percentage","0","Units",,,13,,
"BEL","Belgium","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,20.3,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,10.4,,
"SVK","Slovak Republic","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,33.8,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2010","2010","PC","Percentage","0","Units",,,15.2,,
"OAVG","OECD - Average","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2005","2005","PC","Percentage","0","Units",,,14.1,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2010","2010","PC","Percentage","0","Units",,,33.8,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2005","2005","PC","Percentage","0","Units",,,8.2,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","1995","1995","PC","Percentage","0","Units",,,13.7,,
"CZE","Czech Republic","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","1995","1995","PC","Percentage","0","Units",,,8.7,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2005","2005","PC","Percentage","0","Units",,,27.6,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,10.5,,
"CHE","Switzerland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,5.6,,
"BEL","Belgium","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2010","2010","PC","Percentage","0","Units",,,22.4,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,5.7,,
"ESP","Spain","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,32.9,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,35.4,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2010","2010","PC","Percentage","0","Units",,,17.1,,
"AUS","Australia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","1995","1995","PC","Percentage","0","Units",,,14.8,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,21.6,,
"GBR","United Kingdom","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","1990","1990","PC","Percentage","0","Units",,,9,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","1995","1995","PC","Percentage","0","Units",,,11.8,,
"BEL","Belgium","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,19.7,,
"IDN","Indonesia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,20.1,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,19.4,,
"BEL","Belgium","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","1995","1995","PC","Percentage","0","Units",,,23.7,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,17.8,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2005","2005","PC","Percentage","0","Units",,,15.4,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,6.7,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2010","2010","PC","Percentage","0","Units",,,11,,
"AUS","Australia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,11.1,,
"OAVG","OECD - Average","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2010","2010","PC","Percentage","0","Units",,,17.9,,
"CHE","Switzerland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","1995","1995","PC","Percentage","0","Units",,,5.5,,
"DEU","Germany","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2005","2005","PC","Percentage","0","Units",,,16.1,,
"HUN","Hungary","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2010","2010","PC","Percentage","0","Units",,,27.8,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","1990","1990","PC","Percentage","0","Units",,,13.5,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2005","2005","PC","Percentage","0","Units",,,17.8,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2005","2005","PC","Percentage","0","Units",,,10.2,,
"PRT","Portugal","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,6.3,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,9.2,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2010","2010","PC","Percentage","0","Units",,,11.1,,
"CZE","Czech Republic","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2005","2005","PC","Percentage","0","Units",,,19.4,,
"USA","United States","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","1990","1990","PC","Percentage","0","Units",,,11.6,,
"OAVG","OECD - Average","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,16.6,,
"CHL","Chile","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2005","2005","PC","Percentage","0","Units",,,30.4,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,7.8,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,7.1,,
"POL","Poland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2005","2005","PC","Percentage","0","Units",,,36.7,,
"DEU","Germany","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,8.8,,
"AUT","Austria","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,9.4,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,9.1,,
"AUT","Austria","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,4.8,,
"IDN","Indonesia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,19.7,,
"SWE","Sweden","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,12.1,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,21.8,,
"OAVG","OECD - Average","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2005","2005","PC","Percentage","0","Units",,,14.1,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,10.1,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,19.5,,
"ESP","Spain","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,33.6,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2005","2005","PC","Percentage","0","Units",,,54.7,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2005","2005","PC","Percentage","0","Units",,,16.8,,
"AUT","Austria","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","1995","1995","PC","Percentage","0","Units",,,5.6,,
"AUS","Australia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","1990","1990","PC","Percentage","0","Units",,,13.2,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","1990","1990","PC","Percentage","0","Units",,,15.4,,
"SWE","Sweden","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,11.3,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,18.9,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,6.8,,
"POL","Poland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,25.4,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2005","2005","PC","Percentage","0","Units",,,17.1,,
"TUR","Turkey","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,23,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","1990","1990","PC","Percentage","0","Units",,,20.8,,
"BEL","Belgium","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,22.4,,
"IND","India","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2005","2005","PC","Percentage","0","Units",,,9.8,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2010","2010","PC","Percentage","0","Units",,,17.6,,
"CAN","Canada","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2005","2005","PC","Percentage","0","Units",,,10.6,,
"HUN","Hungary","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","1995","1995","PC","Percentage","0","Units",,,15.6,,
"SVK","Slovak Republic","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","1995","1995","PC","Percentage","0","Units",,,23.1,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,6.1,,
"CAN","Canada","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,13.8,,
"ISL","Iceland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,3.6,,
"IND","India","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,10.2,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,38.2,,
"SVK","Slovak Republic","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,39.7,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2005","2005","PC","Percentage","0","Units",,,7.4,,
"CAN","Canada","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","1990","1990","PC","Percentage","0","Units",,,11,,
"TUR","Turkey","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","1995","1995","PC","Percentage","0","Units",,,13.1,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2005","2005","PC","Percentage","0","Units",,,16.2,,
"TUR","Turkey","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2005","2005","PC","Percentage","0","Units",,,19.5,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","1990","1990","PC","Percentage","0","Units",,,12.3,,
"USA","United States","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2005","2005","PC","Percentage","0","Units",,,10.1,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,23,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2005","2005","PC","Percentage","0","Units",,,20,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,8.9,,
"USA","United States","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,9.7,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","1990","1990","PC","Percentage","0","Units",,,4.7,,
"USA","United States","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","1990","1990","PC","Percentage","0","Units",,,10.7,,
"AUS","Australia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,12.9,,
"DNK","Denmark","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,7.8,,
