"time","_geo","geo","value","unit","_unit","sex","_sex","reason","_reason","_flag"
2016,"PT","Portugal",40.2,"Percentage","PC","Women","W","Family reasons","FAM",
2007,"RO","Romania",53.3,"Percentage","PC","Women","W","Family reasons","FAM",
2011,"RO","Romania",41.1,"Percentage","PC","Women","W","Family reasons","FAM",
2016,"RO","Romania",40.7,"Percentage","PC","Women","W","Family reasons","FAM",
2011,"RS","Serbia",32.8,"Percentage","PC","Women","W","Family reasons","FAM",
2016,"RS","Serbia",53.8,"Percentage","PC","Women","W","Family reasons","FAM",
2007,"SE","Sweden",28,"Percentage","PC","Women","W","Family reasons","FAM",
2011,"SE","Sweden",30.7,"Percentage","PC","Women","W","Family reasons","FAM",
2016,"SE","Sweden",34.1,"Percentage","PC","Women","W","Family reasons","FAM","b"
2007,"SI","Slovenia",42.2,"Percentage","PC","Women","W","Family reasons","FAM",
2016,"SI","Slovenia",30.7,"Percentage","PC","Women","W","Family reasons","FAM",
2016,"SK","Slovakia",48,"Percentage","PC","Women","W","Family reasons","FAM",
2007,"TR","Turkey",63.8,"Percentage","PC","Women","W","Family reasons","FAM",
2011,"TR","Turkey",59.5,"Percentage","PC","Women","W","Family reasons","FAM",
2016,"TR","Turkey",71.9,"Percentage","PC","Women","W","Family reasons","FAM",
2007,"UK","United Kingdom",51.6,"Percentage","PC","Women","W","Family reasons","FAM",
2016,"UK","United Kingdom",45.7,"Percentage","PC","Women","W","Family reasons","FAM","b"
2016,"AL","Albania",18.4,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2007,"AT","Austria",5.7,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE","u"
2011,"AT","Austria",15.3,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2016,"AT","Austria",12.3,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2016,"BA","Bosnia and Herzegovina",13.6,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2011,"BE","Belgium",13.8,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2016,"BE","Belgium",15.4,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2007,"BG","Bulgaria",9.1,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE","u"
2011,"BG","Bulgaria",7,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE","u"
2016,"BG","Bulgaria",7.5,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE","u"
2007,"CH","Switzerland",7.9,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2011,"CH","Switzerland",16.2,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2016,"CH","Switzerland",18.9,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2007,"CY","Cyprus",6.7,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2011,"CY","Cyprus",7.3,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2016,"CY","Cyprus",7.4,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2007,"CZ","Czech Republic",7.9,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2011,"CZ","Czech Republic",6.1,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE","u"
2016,"CZ","Czech Republic",8,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2007,"DE","Germany",,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE","u"
2011,"DE","Germany",7.3,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2016,"DE","Germany",9.2,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2011,"DK","Denmark",9,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2016,"DK","Denmark",11.9,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2007,"EA19","Euro area (19 countries)",11.9,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2011,"EA19","Euro area (19 countries)",8.8,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE","b"
2016,"EA19","Euro area (19 countries)",10.5,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2007,"EE","Estonia",11,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2011,"EE","Estonia",7,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE","u"
2007,"EL","Greece",9.4,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2011,"EL","Greece",5.6,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE","u"
2016,"EL","Greece",9.5,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2007,"ES","Spain",4.5,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2011,"ES","Spain",4.2,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2016,"ES","Spain",13.7,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2007,"EU27_2020","European Union - 27 countries (from 2020)",11,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2011,"EU27_2020","European Union - 27 countries (from 2020)",8.6,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE","b"
2016,"EU27_2020","European Union - 27 countries (from 2020)",10.4,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2007,"EU28","European Union - 28 countries (1993-2020)",11.4,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2011,"EU28","European Union - 28 countries (1993-2020)",8.6,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE","b"
2016,"EU28","European Union - 28 countries (1993-2020)",11,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2007,"FI","Finland",12.6,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2011,"FI","Finland",10.7,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2016,"FI","Finland",8.7,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE","u"
2011,"FR","France",9.3,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE","b"
2016,"FR","France",9.1,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2007,"HR","Croatia",7.8,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE","u"
2016,"HR","Croatia",7.9,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE","u"
2007,"HU","Hungary",12.2,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE","u"
2011,"HU","Hungary",11,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE","b"
2016,"HU","Hungary",12,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2016,"IE","Ireland",9.5,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE","b"
2007,"IT","Italy",16.9,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2011,"IT","Italy",8.9,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2016,"IT","Italy",9.9,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2007,"LT","Lithuania",10.2,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2011,"LT","Lithuania",10.7,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE","u"
2016,"LT","Lithuania",8.7,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE","u"
2011,"LU","Luxembourg",7.3,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2016,"LU","Luxembourg",9.7,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE","b"
2007,"LV","Latvia",8.8,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE","u"
2011,"LV","Latvia",7.5,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2016,"LV","Latvia",14.3,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2016,"MK","North Macedonia",14.6,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2011,"MT","Malta",6.9,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE","u"
2016,"MT","Malta",7.7,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE","u"
2007,"NL","Netherlands",18.5,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2011,"NL","Netherlands",20.5,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2007,"NO","Norway",13.1,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2007,"PL","Poland",6.6,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2011,"PL","Poland",5.4,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2016,"PL","Poland",7,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2007,"PT","Portugal",4.9,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE","u"
2011,"PT","Portugal",5,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2016,"PT","Portugal",11.5,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2007,"RO","Romania",10.5,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2011,"RO","Romania",,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE","u"
2016,"RO","Romania",17.5,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2011,"RS","Serbia",6.6,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2016,"RS","Serbia",14.2,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2007,"SE","Sweden",15.5,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2011,"SE","Sweden",14,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2016,"SE","Sweden",14.7,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE","b"
2007,"SI","Slovenia",12,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2016,"SI","Slovenia",6.1,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE","u"
2016,"SK","Slovakia",13.9,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2007,"TR","Turkey",14.3,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2011,"TR","Turkey",7.6,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2016,"TR","Turkey",13.3,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2007,"UK","United Kingdom",12.3,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE",
2016,"UK","United Kingdom",14.1,"Percentage","PC","Women","W","Health or age reasons","HLTH_AGE","b"
2016,"AL","Albania",11.4,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"AT","Austria",11.9,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB","u"
2011,"AT","Austria",17.4,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"AT","Austria",24.7,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"BA","Bosnia and Herzegovina",20.5,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"BE","Belgium",9.9,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"BE","Belgium",10.5,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"BG","Bulgaria",14.1,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB","u"
2011,"BG","Bulgaria",13.1,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB","u"
2016,"BG","Bulgaria",16.9,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB","u"
2007,"CH","Switzerland",8,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"CH","Switzerland",17.3,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"CH","Switzerland",18.6,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"CY","Cyprus",6.3,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"CY","Cyprus",5.8,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB","u"
2016,"CY","Cyprus",3.8,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB","u"
2007,"CZ","Czech Republic",16.7,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"CZ","Czech Republic",13.6,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"CZ","Czech Republic",9,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"DE","Germany",39.5,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB","u"
2011,"DE","Germany",20.6,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"DE","Germany",38,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"DK","Denmark",18.3,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"DK","Denmark",15.6,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"EA19","Euro area (19 countries)",13,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"EA19","Euro area (19 countries)",19,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB","b"
2016,"EA19","Euro area (19 countries)",25.1,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"EE","Estonia",8.1,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"EE","Estonia",9.1,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"EL","Greece",11.6,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"EL","Greece",12.6,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"EL","Greece",10.7,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB","u"
2007,"ES","Spain",5.3,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"ES","Spain",18,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"ES","Spain",29.9,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"EU27_2020","European Union - 27 countries (from 2020)",16.1,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"EU27_2020","European Union - 27 countries (from 2020)",18.1,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB","b"
2016,"EU27_2020","European Union - 27 countries (from 2020)",22.2,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"EU28","European Union - 28 countries (1993-2020)",16.9,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"EU28","European Union - 28 countries (1993-2020)",18.1,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB","b"
2016,"EU28","European Union - 28 countries (1993-2020)",23.6,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"FI","Finland",33,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"FI","Finland",23,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"FI","Finland",23.2,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"FR","France",33.9,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB","b"
2016,"FR","France",34.4,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"HR","Croatia",16.9,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"HR","Croatia",12.1,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB","u"
2007,"HU","Hungary",43.5,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"HU","Hungary",17.9,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB","b"
2016,"HU","Hungary",18.6,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"IE","Ireland",5.2,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB","b"
2007,"IT","Italy",12.1,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"IT","Italy",5.9,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"IT","Italy",12.7,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"LT","Lithuania",13.3,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"LT","Lithuania",6.4,"Percentage","PC","Women","W","Lack of support from employer or public services","LSPT_EMPL_PUB","u"
