"time","_geo","geo","value","unit","_unit","age","_age","wstatus","_wstatus","sex","_sex","deg_urb","_deg_urb","_flag"
2006,"EU28","European Union - 28 countries (1993-2020)",5.4,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","b"
2007,"EU28","European Union - 28 countries (1993-2020)",5.3,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2008,"EU28","European Union - 28 countries (1993-2020)",5.2,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2009,"EU28","European Union - 28 countries (1993-2020)",4.6,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2010,"EU28","European Union - 28 countries (1993-2020)",4.2,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2011,"EU28","European Union - 28 countries (1993-2020)",3.8,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2012,"EU28","European Union - 28 countries (1993-2020)",3.1,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","b"
2013,"EU28","European Union - 28 countries (1993-2020)",3,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2014,"EU28","European Union - 28 countries (1993-2020)",2.8,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","b"
2015,"EU28","European Union - 28 countries (1993-2020)",2.9,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2016,"EU28","European Union - 28 countries (1993-2020)",3,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2017,"EU28","European Union - 28 countries (1993-2020)",2.9,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2018,"EU28","European Union - 28 countries (1993-2020)",3.2,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2019,"EU28","European Union - 28 countries (1993-2020)",2.9,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2005,"FI","Finland",4.4,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2006,"FI","Finland",3.2,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2007,"FI","Finland",2.9,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2008,"FI","Finland",3.7,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2009,"FI","Finland",3.8,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","bu"
2010,"FI","Finland",3.5,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2011,"FI","Finland",3.2,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2012,"FI","Finland",2.8,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","bu"
2013,"FI","Finland",2.5,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2014,"FI","Finland",2.3,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","bu"
2015,"FI","Finland",2.4,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2016,"FI","Finland",2.2,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2017,"FI","Finland",2.5,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2018,"FI","Finland",2,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2019,"FI","Finland",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2020,"FI","Finland",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2005,"FR","France",3.4,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2006,"FR","France",3.3,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2007,"FR","France",3,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2008,"FR","France",3.6,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2009,"FR","France",4.1,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2010,"FR","France",3.1,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2011,"FR","France",3.1,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2012,"FR","France",3.1,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","b"
2013,"FR","France",2.2,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","b"
2014,"FR","France",1.9,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","b"
2015,"FR","France",2.7,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2016,"FR","France",1.9,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2017,"FR","France",1.9,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2018,"FR","France",2.3,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2019,"FR","France",1.7,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2020,"FR","France",1,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2005,"HR","Croatia",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","bu"
2006,"HR","Croatia",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","bu"
2007,"HR","Croatia",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2008,"HR","Croatia",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2009,"HR","Croatia",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2010,"HR","Croatia",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","bu"
2011,"HR","Croatia",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2012,"HR","Croatia",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","b"
2014,"HR","Croatia",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","b"
2015,"HR","Croatia",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2016,"HR","Croatia",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2017,"HR","Croatia",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2018,"HR","Croatia",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2019,"HR","Croatia",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2005,"HU","Hungary",2.2,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2006,"HU","Hungary",2.3,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","bu"
2007,"HU","Hungary",2.2,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2008,"HU","Hungary",2.7,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2009,"HU","Hungary",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2010,"HU","Hungary",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2011,"HU","Hungary",2.3,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2012,"HU","Hungary",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","bu"
2013,"HU","Hungary",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2014,"HU","Hungary",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","bu"
2015,"HU","Hungary",2.6,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","bu"
2016,"HU","Hungary",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2017,"HU","Hungary",3.8,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2018,"HU","Hungary",2.3,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2019,"HU","Hungary",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2020,"HU","Hungary",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2005,"IE","Ireland",3.5,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2006,"IE","Ireland",3.3,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","b"
2007,"IE","Ireland",3.1,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","b"
2008,"IE","Ireland",2.3,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2009,"IE","Ireland",2.4,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2010,"IE","Ireland",3.8,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2011,"IE","Ireland",2.3,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2012,"IE","Ireland",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","bu"
2013,"IE","Ireland",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2014,"IE","Ireland",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","bu"
2015,"IE","Ireland",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2016,"IE","Ireland",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2017,"IE","Ireland",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","bu"
2018,"IE","Ireland",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2019,"IE","Ireland",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2020,"IE","Ireland",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2012,"IS","Iceland",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","bu"
2013,"IS","Iceland",10.5,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2014,"IS","Iceland",8.5,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","b"
2015,"IS","Iceland",8,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2016,"IS","Iceland",8.8,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2017,"IS","Iceland",8.8,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2018,"IS","Iceland",9.5,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2019,"IS","Iceland",7.5,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2020,"IS","Iceland",6.1,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","b"
2005,"IT","Italy",6.8,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","b"
2006,"IT","Italy",6.2,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","b"
2007,"IT","Italy",5.8,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2008,"IT","Italy",5.6,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2009,"IT","Italy",5.3,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2010,"IT","Italy",4.9,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2011,"IT","Italy",4.3,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2012,"IT","Italy",3.6,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","b"
2013,"IT","Italy",3.3,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2014,"IT","Italy",2.8,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","b"
2015,"IT","Italy",2.5,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2016,"IT","Italy",2.7,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2017,"IT","Italy",2.4,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2018,"IT","Italy",3,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2019,"IT","Italy",2.9,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2020,"IT","Italy",2.3,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2005,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2006,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","bu"
2007,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2008,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2009,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2010,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2011,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2012,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","b"
2013,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2014,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","bu"
2015,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2016,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2017,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2018,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2019,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2020,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2005,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","bu"
2006,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","bu"
2007,"LU","Luxembourg",9.1,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","bu"
2008,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2009,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","bu"
2010,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2011,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2012,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","bu"
2014,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","b"
2015,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","bu"
2016,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2017,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2019,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2005,"LV","Latvia",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","bu"
2006,"LV","Latvia",4.8,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","bu"
2007,"LV","Latvia",3,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1",
2008,"LV","Latvia",2.2,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2009,"LV","Latvia",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2010,"LV","Latvia",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2011,"LV","Latvia",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2012,"LV","Latvia",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","bu"
2013,"LV","Latvia",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2014,"LV","Latvia",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","bu"
2015,"LV","Latvia",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
2016,"LV","Latvia",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Women","W","Cities","DEG1","u"
