"time,""_geo"",""geo"",""value"",""UNIT"",""_UNIT"",""EGROUP"",""_EGROUP"",""POSITION"",""_POSITION"",""sex"",""_sex"""
"2018,""BA"",""Bosnia and Herzegovina"",52,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2019,""BA"",""Bosnia and Herzegovina"",54,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2020,""BA"",""Bosnia and Herzegovina"",51,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2021,""BA"",""Bosnia and Herzegovina"",52,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2018,""BA"",""Bosnia and Herzegovina"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2019,""BA"",""Bosnia and Herzegovina"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2020,""BA"",""Bosnia and Herzegovina"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2021,""BA"",""Bosnia and Herzegovina"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2018,""BA"",""Bosnia and Herzegovina"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2019,""BA"",""Bosnia and Herzegovina"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2020,""BA"",""Bosnia and Herzegovina"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2021,""BA"",""Bosnia and Herzegovina"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2018,""BA"",""Bosnia and Herzegovina"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2019,""BA"",""Bosnia and Herzegovina"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2020,""BA"",""Bosnia and Herzegovina"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2021,""BA"",""Bosnia and Herzegovina"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2003,""BE"",""Belgium"",4,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2004,""BE"",""Belgium"",20,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2005,""BE"",""Belgium"",20,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2006,""BE"",""Belgium"",5,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2007,""BE"",""Belgium"",5,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2008,""BE"",""Belgium"",5,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2009,""BE"",""Belgium"",5,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2010,""BE"",""Belgium"",5,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2011,""BE"",""Belgium"",6,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2012,""BE"",""Belgium"",5,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2013,""BE"",""Belgium"",6,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2014,""BE"",""Belgium"",6,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2015,""BE"",""Belgium"",6,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2016,""BE"",""Belgium"",6,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2017,""BE"",""Belgium"",8,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2018,""BE"",""Belgium"",9,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2019,""BE"",""Belgium"",8,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2020,""BE"",""Belgium"",9,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2021,""BE"",""Belgium"",10,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2003,""BE"",""Belgium"",39,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2004,""BE"",""Belgium"",23,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2005,""BE"",""Belgium"",26,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2006,""BE"",""Belgium"",41,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2007,""BE"",""Belgium"",25,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2008,""BE"",""Belgium"",25,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2009,""BE"",""Belgium"",24,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2010,""BE"",""Belgium"",24,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2011,""BE"",""Belgium"",23,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2012,""BE"",""Belgium"",23,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2013,""BE"",""Belgium"",24,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2014,""BE"",""Belgium"",24,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2015,""BE"",""Belgium"",22,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2016,""BE"",""Belgium"",23,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2017,""BE"",""Belgium"",24,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2018,""BE"",""Belgium"",20,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2019,""BE"",""Belgium"",23,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2020,""BE"",""Belgium"",20,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2021,""BE"",""Belgium"",19,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Men"",""M"""
"2003,""BE"",""Belgium"",43,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2004,""BE"",""Belgium"",43,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2005,""BE"",""Belgium"",46,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2006,""BE"",""Belgium"",46,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2007,""BE"",""Belgium"",30,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2008,""BE"",""Belgium"",30,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2009,""BE"",""Belgium"",29,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2010,""BE"",""Belgium"",29,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2011,""BE"",""Belgium"",29,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2012,""BE"",""Belgium"",28,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2013,""BE"",""Belgium"",30,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2014,""BE"",""Belgium"",30,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2015,""BE"",""Belgium"",28,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2016,""BE"",""Belgium"",29,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2017,""BE"",""Belgium"",32,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2018,""BE"",""Belgium"",29,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2019,""BE"",""Belgium"",31,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2020,""BE"",""Belgium"",29,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2021,""BE"",""Belgium"",29,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2003,""BE"",""Belgium"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2004,""BE"",""Belgium"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2005,""BE"",""Belgium"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2006,""BE"",""Belgium"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2007,""BE"",""Belgium"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2008,""BE"",""Belgium"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2009,""BE"",""Belgium"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2010,""BE"",""Belgium"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2011,""BE"",""Belgium"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2012,""BE"",""Belgium"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2013,""BE"",""Belgium"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2014,""BE"",""Belgium"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2015,""BE"",""Belgium"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2016,""BE"",""Belgium"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2017,""BE"",""Belgium"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2018,""BE"",""Belgium"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2019,""BE"",""Belgium"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2020,""BE"",""Belgium"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2021,""BE"",""Belgium"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2003,""BE"",""Belgium"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
